code	common_name	scientific_name	taxonomy_group	pre_mirna_count	genome_source	assembly_name	assembly_accession	genome_fasta_url	alias_url	mirgenedb_bed_url	supplement_fasta	supplement_bed	panel_status	notes
sme	Freshwater planarian	Schmidtea mediterranea	Flatworm	109	NCBI	Sme_GCA_002600895.1_ASM260089v1_alt	GCA_002600895.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_002600895.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/sme/sme-all.bed			strict_exact	mirgenedb_context=Sme_GCA_002600895.1_ASM260089v1_alt; mirgenedb_locus=https://mirgenedb.org/show/sme/Mir-10-P1s; ncbi_assembly_name=ASM260089v1; validation_source=NCBI assembly report; assembly_report=https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/600/895/GCA_002600895.1_ASM260089v1/GCA_002600895.1_ASM260089v1_assembly_report.txt; exact_precursor_sequence_match=pass; reference_records=109; compared_rows=109; exact_matches=109; source_batch=original_71
cin	Sea Squirt	Ciona intestinalis	Tunicate	107	UCSC	ci3	GCF_000224145.1	https://hgdownload.soe.ucsc.edu/goldenPath/ci3/bigZips/ci3.fa.gz	https://hgdownload.soe.ucsc.edu/goldenPath/ci3/database/chromAlias.txt.gz	https://mirgenedb.org/static/data/cin/cin-all.bed			strict_exact	mirgenedb_context=ci3; mirgenedb_locus=https://mirgenedb.org/show/cin/Mir-7; validation_source=UCSC chromInfo+chromAlias; ucsc_build=ci3; direct_matched=0; alias_matched=107; exact_precursor_sequence_match=pass; reference_records=107; compared_rows=107; exact_matches=107; source_batch=original_71
lan	Lingula	Lingula anatina	Brachiopod	106	NCBI	LinAna_1.0	GCF_001039355.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_001039355.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/lan/lan-all.bed			strict_exact	mirgenedb_context=LinAna_1.0; mirgenedb_locus=https://mirgenedb.org/show/lan/Mir-193-P1q; assembly_accession_inferred_from_prior_audit; ncbi_assembly_name=LinAna1.0; validation_source=NCBI assembly report; assembly_report=https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/355/GCF_001039355.1_LinAna1.0/GCF_001039355.1_LinAna1.0_assembly_report.txt; exact_precursor_sequence_match=pass; reference_records=106; compared_rows=106; exact_matches=106; source_batch=original_71
dlo	Braconid wasp	Diachasmimorpha longicaudata	Insect	104	UCSC	GCF_034640455.1_iyDiaLong2_genomic	GCF_034640455.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/034/640/455/GCF_034640455.1/GCF_034640455.1.fa.gz	https://hgdownload.soe.ucsc.edu/hubs/GCF/034/640/455/GCF_034640455.1/GCF_034640455.1.chromAlias.txt	https://mirgenedb.org/static/data/dlo/dlo-all.bed			strict_exact	mirgenedb_context=GCF_034640455.1_iyDiaLong2_genomic; mirgenedb_locus=https://mirgenedb.org/show/dlo/Mir-2001-v1; validation_source=UCSC GenArk chrom.sizes+chromAlias; ucsc_genark_base=https://hgdownload.soe.ucsc.edu/hubs/GCF/034/640/455/GCF_034640455.1/; direct_matched=104; alias_matched=0; exact_precursor_sequence_match=pass; reference_records=104; compared_rows=104; exact_matches=104; source_batch=original_71
ofu	Tubeworm	Owenia fusiformis	annelid	98	NCBI	GCA_903813345.2_Owenia	GCA_903813345.2	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_903813345.2/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/ofu/ofu-all.bed			strict_exact	mirgenedb_context=GCA_903813345.2_Owenia; show_url=https://mirgenedb.org/show/ofu/Mir-31; context_coord=CAIIXF020000001.1: 6375565-6375625 [-]; exact_precursor_sequence_match=pass; reference_records=98; compared_rows=98; exact_matches=98; source_batch=missing_accession
pve	Vernerds tusk shell	Pictodentalium vernedei	mollusc	97	NCBI	Pve_genome_chr_only	GCA_031216915.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_031216915.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/pve/pve-all.bed			strict_exact	mirgenedb_context=Pve_genome_chr_only; show_url=https://mirgenedb.org/show/pve/Mir-375; exact_precursor_sequence_match=pass; reference_records=97; compared_rows=97; exact_matches=97; source_batch=plausible_ncbi
llo	Bootlace worm	Lineus longissimus	nemertean	95	NCBI	GCA_910592395.2_tnLinLong1	GCA_910592395.2	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_910592395.2/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/llo/llo-all.bed			strict_exact	mirgenedb_context=GCA_910592395.2_tnLinLong1; show_url=https://mirgenedb.org/show/llo/Bantam; context_coord=OU342992.1: 20295277-20295339 [-] Ensembl; exact_precursor_sequence_match=pass; reference_records=95; compared_rows=95; exact_matches=95; source_batch=missing_accession
pfl	Ptychodera	Ptychodera flava	hemichordate	86	NCBI	Pfl	GCA_001465055.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_001465055.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/pfl/pfl-all.bed			strict_exact	mirgenedb_context=Pfl; show_url=https://mirgenedb.org/show/pfl/Mir-8; exact_precursor_sequence_match=pass; reference_records=86; compared_rows=86; exact_matches=86; source_batch=plausible_ncbi
agr	West Indian fuzzy chiton	Acanthopleura granulata	mollusc	83	NCBI	GCA_016165875.1_ASM1616587v1_Acanthopleura_granulata	GCA_016165875.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_016165875.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/agr/agr-all.bed			strict_exact	mirgenedb_context=GCA_016165875.1_ASM1616587v1_Acanthopleura_granulata; show_url=https://mirgenedb.org/show/agr/Mir-1986; context_coord=JABBOT010000001.1: 14813799-14813856 [-] Ensembl; exact_precursor_sequence_match=pass; reference_records=83; compared_rows=83; exact_matches=83; source_batch=missing_accession
mom	Mossy chiton	Mopalia muscosa	mollusc	83	NCBI	GCA_031763545.1_ASM3176354v1_genomic_Mom	GCA_031763545.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_031763545.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/mom/mom-all.bed			strict_exact	mirgenedb_context=GCA_031763545.1_ASM3176354v1_genomic_Mom; show_url=https://mirgenedb.org/show/mom/Mir-1986; context_coord=JARFOD010000001.1: 446832-446889 [-] Ensembl; exact_precursor_sequence_match=pass; reference_records=83; compared_rows=83; exact_matches=83; source_batch=missing_accession
snu	Peanut worm	Sipunculus nudus	sipunculan	83	NCBI	GCA_026874595.1_ASM2687459v1_Sipunculus_nudus	GCA_026874595.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_026874595.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/snu/snu-all.bed			strict_exact	mirgenedb_context=GCA_026874595.1_ASM2687459v1_Sipunculus_nudus; show_url=https://mirgenedb.org/show/snu/Mir-242; context_coord=CM049306.1: 6216699-6216755 [-]; exact_precursor_sequence_match=pass; reference_records=83; compared_rows=83; exact_matches=83; source_batch=missing_accession
dgr	Dimorphilus gyrociliatus	Dimorphilus gyrociliatus	annelid	78	NCBI	GCA_904063045.1_Dgyrociliatus	GCA_904063045.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_904063045.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/dgr/dgr-all.bed			strict_exact	mirgenedb_context=GCA_904063045.1_Dgyrociliatus; show_url=https://mirgenedb.org/show/dgr/Mir-153; context_coord=CAJFCJ010000001.1: 277089-277148 [+]; exact_precursor_sequence_match=pass; reference_records=78; compared_rows=78; exact_matches=78; source_batch=missing_accession
npo	Chambered Nautilus	Nautilus pompilius	mollusc	78	NCBI	GCA_018389105_NPO	GCA_018389105.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_018389105.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/npo/npo-all.bed			strict_exact	mirgenedb_context=GCA_018389105_NPO; show_url=https://mirgenedb.org/show/npo/Mir-71; exact_precursor_sequence_match=pass; reference_records=78; compared_rows=78; exact_matches=78; source_batch=unversioned_accession
pca	Penis worm	Priapulus caudatus	priapulid	78	NCBI	Priapulus_caudatus_gca000485595v2	GCA_000485595.2	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_000485595.2/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/pca/pca-all.bed			strict_exact	mirgenedb_context=Priapulus_caudatus_gca000485595v2; show_url=https://mirgenedb.org/show/pca/Mir-242; exact_precursor_sequence_match=pass; reference_records=78; compared_rows=78; exact_matches=78; source_batch=plausible_ncbi
sko	Saccoglossus	Saccoglossus kowalevskii	hemichordate	78	NCBI	Skow_1.1	GCF_000003605.2	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_000003605.2/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/sko/sko-all.bed			strict_exact	mirgenedb_context=Skow_1.1; show_url=https://mirgenedb.org/show/sko/Mir-4829-P3; exact_precursor_sequence_match=pass; reference_records=78; compared_rows=78; exact_matches=78; source_batch=ncbi_search
pau	Horseshoe worm	Phoronis australis	phoronid	73	NCBI	Phoronis_australis_GCA_002633005	GCA_002633005.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_002633005.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/pau/pau-all.bed			strict_exact	mirgenedb_context=Phoronis_australis_GCA_002633005; show_url=https://mirgenedb.org/show/pau/Mir-190; exact_precursor_sequence_match=pass; reference_records=73; compared_rows=73; exact_matches=73; source_batch=unversioned_accession
war	Wirenia (Solenogaster)	Wirenia argentea	mollusc	72	NCBI	GCA_025802215.1_ASM2580221v1_Wirenia	GCA_025802215.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_025802215.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/war/war-all.bed			strict_exact	mirgenedb_context=GCA_025802215.1_ASM2580221v1_Wirenia; show_url=https://mirgenedb.org/show/war/Mir-279-P15; context_coord=WNLI01001976.1: 3385-3443 [-] Ensembl; exact_precursor_sequence_match=pass; reference_records=72; compared_rows=72; exact_matches=72; source_batch=missing_accession
pcr	Tiger flatworm	Prostheceraeus crozieri	flatworm	71	NCBI	GCA_907163375.1_PROCRO_GENOME_genomic	GCA_907163375.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_907163375.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/pcr/pcr-all.bed			strict_exact	mirgenedb_context=GCA_907163375.1_PROCRO_GENOME_genomic; show_url=https://mirgenedb.org/show/pcr/Mir-315; context_coord=CAJQUW010000083.1: 69838-69892 [+] Ensembl; exact_precursor_sequence_match=pass; reference_records=71; compared_rows=71; exact_matches=71; source_batch=missing_accession
eba	Epimenia (Solenogaster)	Epimenia babai	mollusc	64	NCBI	GCA_011762755.2_ASM1176275v2_Epimenia	GCA_011762755.2	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_011762755.2/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/eba/eba-all.bed			strict_exact	mirgenedb_context=GCA_011762755.2_ASM1176275v2_Epimenia; show_url=https://mirgenedb.org/show/eba/Mir-1990-P1; context_coord=WURV02000011.1: 17965-18024 [+] Ensembl; exact_precursor_sequence_match=pass; reference_records=64; compared_rows=64; exact_matches=64; source_batch=missing_accession
isc	Deer tick	Ixodes scapularis	chelicerate	64	NCBI	GCF_016920785.2_ASM1692078v2_ISC	GCF_016920785.2	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_016920785.2/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/isc/isc-all.bed			strict_exact	mirgenedb_context=GCF_016920785.2_ASM1692078v2_ISC; show_url=https://mirgenedb.org/show/isc/Mir-305; context_coord=NW_024609835.1: 9524414-9524478 [-] Ensembl; exact_precursor_sequence_match=pass; reference_records=64; compared_rows=64; exact_matches=64; source_batch=missing_accession
bko	Monogonont Rotifer 2	Brachionus koreanus	rotifer	61	NCBI	Brachionus_koreanusGCA_016987375.1_Bk_v0.5.4_genomic	GCA_016987375.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_016987375.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/bko/bko-all.bed			strict_exact	mirgenedb_context=Brachionus_koreanusGCA_016987375.1_Bk_v0.5.4_genomic; show_url=https://mirgenedb.org/show/bko/Mir-279-o1; context_coord=PJRA01000005.1: 3913347-3913411 [-] Ensembl; exact_precursor_sequence_match=pass; reference_records=61; compared_rows=61; exact_matches=61; source_batch=missing_accession
pmi	Bat starfish	Patiria miniata	echinoderm	59	NCBI	Pmin1	GCA_000285935.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_000285935.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/pmi/pmi-all.bed			strict_exact	mirgenedb_context=Pmin1; show_url=https://mirgenedb.org/show/pmi/Mir-2009; exact_precursor_sequence_match=pass; reference_records=59; compared_rows=59; exact_matches=59; source_batch=plausible_ncbi
spu	Purple sea urchin	Strongylocentrotus purpuratus	echinoderm	59	NCBI	Spur_5.0	GCF_000002235.5	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_000002235.5/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/spu/spu-all.bed			strict_exact	mirgenedb_context=Spur_5.0; show_url=https://mirgenedb.org/show/spu/Mir-10-P2m; exact_precursor_sequence_match=pass; reference_records=59; compared_rows=59; exact_matches=59; source_batch=ncbi_search
bpl	Monogonont Rotifer 1	Brachionus plicatilis	rotifer	54	NCBI	Bpl_ASM1027981	GCA_010279815.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_010279815.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/bpl/bpl-all.bed			strict_exact	mirgenedb_context=Bpl_ASM1027981; show_url=https://mirgenedb.org/show/bpl/Mir-12600; exact_precursor_sequence_match=pass; reference_records=54; compared_rows=54; exact_matches=54; source_batch=plausible_ncbi
egr	Hydatid worm	Echinococcus granulosus	flatworm	52	NCBI	GCA_000524195.1_ASM52419v1_Egranulosus	GCA_000524195.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_000524195.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/egr/egr-all.bed			strict_exact	mirgenedb_context=GCA_000524195.1_ASM52419v1_Egranulosus; show_url=https://mirgenedb.org/show/egr/Mir-10-P1; context_coord=APAU02000001.1: 92728-92805 [+] UCSC Ensembl; exact_precursor_sequence_match=pass; reference_records=52; compared_rows=52; exact_matches=52; source_batch=missing_accession
sma	Blood fluke	Schistosoma mansoni	flatworm	47	NCBI	GCA_000237925.5_SM_V9_genomic	GCA_000237925.5	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_000237925.5/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/sma/sma-all.bed			strict_exact	mirgenedb_context=GCA_000237925.5_SM_V9_genomic; show_url=https://mirgenedb.org/show/sma/Mir-219; context_coord=HE601624.3: 9217024-9217120 [-] UCSC Ensembl; exact_precursor_sequence_match=pass; reference_records=47; compared_rows=47; exact_matches=47; source_batch=missing_accession
gsa	Russian doll killer	Gyrodactylus salaris	flatworm	46	NCBI	gyrodactylus_salaris.PRJNA244375.WBPS19.genomic	GCA_000715275.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_000715275.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/gsa/gsa-all.bed			strict_exact	mirgenedb_context=gyrodactylus_salaris.PRJNA244375.WBPS19.genomic; show_url=https://mirgenedb.org/show/gsa/Mir-278; exact_precursor_sequence_match=pass; reference_records=46; compared_rows=46; exact_matches=46; source_batch=ncbi_search
sro	Roscoff worm	Symsagittifera roscoffensis	flatworm	39	NCBI	GCA_025153585.1_SymRos_1_5_genomic	GCA_025153585.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_025153585.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/sro/sro-all.bed			strict_exact	mirgenedb_context=GCA_025153585.1_SymRos_1_5_genomic; show_url=https://mirgenedb.org/show/sro/Mir-1; context_coord=JANVAR010000106.1: 320426-320494 [+] UCSC Ensembl; exact_precursor_sequence_match=pass; reference_records=39; compared_rows=39; exact_matches=39; source_batch=missing_accession
asp	Deep-sea anemone	Actinernus sp.	cnidarian	31	NCBI	GCA_030867875.1_CUHK_Acti_1.0_genomic	GCA_030867875.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030867875.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/asp/asp-all.bed			strict_exact	mirgenedb_context=GCA_030867875.1_CUHK_Acti_1.0_genomic; show_url=https://mirgenedb.org/show/asp/Novel-6; context_coord=JAOWCC010000019.1: 4251850-4251901 [+] Ensembl; exact_precursor_sequence_match=pass; reference_records=31; compared_rows=31; exact_matches=31; source_batch=missing_accession
nve	Starlet sea anemone	Nematostella vectensis	cnidarian	30	NCBI	GCF_000209225.1_ASM20922v1_NVE	GCF_000209225.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_000209225.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/nve/nve-all.bed			strict_exact	mirgenedb_context=GCF_000209225.1_ASM20922v1_NVE; show_url=https://mirgenedb.org/show/nve/Mir-9442-P2; context_coord=NW_001827556.1: 3485-3533 [-] Ensembl; exact_precursor_sequence_match=pass; reference_records=30; compared_rows=30; exact_matches=30; source_batch=missing_accession
gsp	Montseny horsehair worm	Gordionus sp.	nematomorph	27	NCBI	GCA_954871325.1_tfGorGonz1-WG_genomic	GCA_954871325.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_954871325.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/gsp/gsp-all.bed			strict_exact	mirgenedb_context=GCA_954871325.1_tfGorGonz1-WG_genomic; show_url=https://mirgenedb.org/show/gsp/Mir-33; context_coord=OX940783.1: 6497610-6497676 [+]; exact_precursor_sequence_match=pass; reference_records=27; compared_rows=27; exact_matches=27; source_batch=missing_accession
hmi	Panther worm	Hofstenia miamia	flatworm	27	NCBI	Hofstenia_miamia.HmiaM1.dna.nonchromosomal	GCA_004352715.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_004352715.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/hmi/hmi-all.bed			strict_exact	mirgenedb_context=Hofstenia_miamia.HmiaM1.dna.nonchromosomal; show_url=https://mirgenedb.org/show/hmi/Mir-252-P1; exact_precursor_sequence_match=pass; reference_records=27; compared_rows=27; exact_matches=27; source_batch=plausible_ncbi
hvu	Freshwater-polyp	Hydra vulgaris	cnidarian	26	NHGRI Hydra portal	Hm105_1.0		https://research.nhgri.nih.gov/hydra/download/assembly/Hm105_Dovetail_Assembly_1.0.fa.gz		https://mirgenedb.org/static/data/hvu/hvu-all.bed			strict_exact	mirgenedb_context=Hm105_1.0; show_url=https://mirgenedb.org/show/hvu/Mir-3010; exact_precursor_sequence_match=pass; reference_records=26; compared_rows=26; exact_matches=26; source_batch=hvu_hydra_clean
adi	Stony coral	Acropora digitifera	cnidarian	24	NCBI	GCA_000222465.2_Adig_1.1_genomic	GCA_000222465.2	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_000222465.2/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/adi/adi-all.bed			strict_exact	mirgenedb_context=GCA_000222465.2_Adig_1.1_genomic; show_url=https://mirgenedb.org/show/adi/Mir-2030; context_coord=DF970696.1: 672030-672081 [-] Ensembl; exact_precursor_sequence_match=pass; reference_records=24; compared_rows=24; exact_matches=24; source_batch=missing_accession
ple	Thorny-headed worm 2	Pomphorhynchus laevis	acanthocephalan	12	NCBI	GCA_012934845.2_ASM1293484v2_PLE_genomic	GCA_012934845.2	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_012934845.2/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/ple/ple-all.bed			strict_exact	mirgenedb_context=GCA_012934845.2_ASM1293484v2_PLE_genomic; show_url=https://mirgenedb.org/show/ple/Novel-1; context_coord=WNNJ02000321.1: 75404-75541 [-] Ensembl; exact_precursor_sequence_match=pass; reference_records=12; compared_rows=12; exact_matches=12; source_batch=missing_accession
aqu	Amphimedon	Amphimedon queenslandica	sponge	9	NCBI	GCF_000090795.1_v1.0_SPONGE	GCF_000090795.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_000090795.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/aqu/aqu-all.bed			strict_exact	mirgenedb_context=GCF_000090795.1_v1.0_SPONGE; show_url=https://mirgenedb.org/show/aqu/Mir-2014-P3; context_coord=NW_003546250.1: 89373-89486 [-] Ensembl; exact_precursor_sequence_match=pass; reference_records=9; compared_rows=9; exact_matches=9; source_batch=missing_accession
emu	Muellers freshwater sponge	Ephydatia muelleri	sponge	7	NCBI	GCA_013339895_Emu	GCA_013339895.1	https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_013339895.1/download?include_annotation_type=GENOME_FASTA		https://mirgenedb.org/static/data/emu/emu-all.bed			strict_exact	mirgenedb_context=GCA_013339895_Emu; show_url=https://mirgenedb.org/show/emu/Mir-2015; exact_precursor_sequence_match=pass; reference_records=7; compared_rows=7; exact_matches=7; source_batch=unversioned_accession
